relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source,evidence,source_url
PART_OF_TREATMENT,là một phần phác đồ,447,INTE_0e2f2153b4,Intervention,Bơm insulin thế hệ mới,https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html,"... ứng dụng công nghệ đo đường huyết liên tục (CGM), bơm insulin thế hệ mới...",https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html
HAS_SYMPTOM,có triệu chứng lâm sàng,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,135,SYMP_59b8942f59,Symptom,Đái nhiều,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Khi đó, áp lực thẩm thấu máu tăng cao, kéo nhiều nước vào lòng mạch. Bệnh nhân có thể đi tiểu 5 – 7 lít/24 giờ.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_SYMPTOM,có triệu chứng lâm sàng,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,157,SYMP_c450d7869f,Symptom,Gầy nhiều,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Trong vài tháng, người bệnh có thể sút 5 – 10kg.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_SYMPTOM,có triệu chứng lâm sàng,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,117,SYMP_1185538ecb,Symptom,Mệt mỏi,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Cơ thể mệt mỏi, kiệt sức.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
DIAGNOSED_BY,được chẩn đoán/xét nghiệm qua,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,213,DIAG_8df07734e3,DiagnosticTest,Xét nghiệm Glucose máu,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Glucose máu sau ăn hoặc bất kỳ: ≥11,1 mmol/l (≥200 mg/dL).",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
DIAGNOSED_BY,được chẩn đoán/xét nghiệm qua,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,203,DIAG_5cd83764dd,DiagnosticTest,Xét nghiệm Glucose niệu,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Các chỉ số hóa sinh khác: Creatinine, Triglyceride, Cholesterol, Protein niệu… để phát hiện các biến chứng.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
DIAGNOSED_BY,được chẩn đoán/xét nghiệm qua,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,229,DIAG_e4dd6ac4bd,DiagnosticTest,Soi đáy mắt,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Soi đáy mắt: Phát hiện tổn thương mạch máu võng mạc.,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
DIAGNOSED_BY,được chẩn đoán/xét nghiệm qua,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,210,DIAG_7ffc3b4242,DiagnosticTest,Xét nghiệm kháng thể,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Tìm các kháng thể: ICA, anti GAP… hay gặp trong đái tháo đường type 1.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,295,COMP_c37ebcbeae,Complication,Hạ Glucose máu,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Là biến chứng hay gặp khi người bệnh do ăn kiêng quá mức hoặc do dùng thuốc hạ đường huyết quá liều.,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,309,COMP_e7d99629ff,Complication,Nhiễm toan ceton,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Triệu chứng: Chán ăn. Khát nước, uống nhiều nước. Tiểu nhiều hơn ngày thường. Rát họng. Đau đầu, đau bụng. Đỏ da. Đại tiện phân lỏng nát, nhiều lần trong ngày. Hơi thở có mùi Ceton.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,312,COMP_f5969f1119,Complication,Nhiễm toan Acid Lactic,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Triệu chứng: Co cứng cơ, đau ngực, đau bụng, tăng thông khí và tiến tới hôn mê. pH máu động mạch <7, Lactac máu tăng > 10 – 20 mmol/l, khoảng trống anion tăng >30 mmol/l.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,273,COMP_896333cfb3,Complication,Tăng Glucose máu,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Tăng Glucose máu xảy ra khi lượng đường huyết >33,3 mmol/l. Chủ yếu hay gặp ở bệnh nhân đái tháo đường type 2...",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,258,COMP_5fb9334d11,Complication,Rối loạn Lipid máu,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Rối loạn Lipid máu: Gặp cả 2 type bệnh nhưng hay gặp hơn ở những bệnh nhân đái tháo đường type 2.,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
AFFECTS_POPULATION,đối tượng nguy cơ cao/bệnh nền,415,DEMO_669cd7bcc9,Demographic,Bệnh nhân type 1,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,+ Đây là triệu chứng thường biểu hiện trên bệnh nhân đái tháo đường type 1. Do không thể sản xuất insuline nên các tế bào không có đủ Glucose để tạo ra năng lượng.,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
AFFECTS_POPULATION,đối tượng nguy cơ cao/bệnh nền,411,DEMO_5646b0739e,Demographic,Bệnh nhân type 2,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"+ Đối với bệnh nhân đái tháo đường type 2: Do tụy vẫn sản xuất insuline nhưng không đáp ứng được sự dung nạp Glucose vào tế bào, nên vấn đề giảm cân xảy ra từ từ, khó nhận thấy.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
AFFECTS_POPULATION,đối tượng nguy cơ cao/bệnh nền,437,DEMO_deeba2229e,Demographic,Người có nhiễm trùng,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Tình trạng này cũng có thể xảy ra khi sử dụng Corticoid liều cao, uống nhiều rượu và có nhiễm trùng kèm theo.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
AFFECTS_POPULATION,đối tượng nguy cơ cao/bệnh nền,412,DEMO_62bb4bdae0,Demographic,Người dùng thuốc Biguanide thế hệ 1,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Nhiễm toan Acid Lactic... thường gặp ở những trường hợp bệnh nhân dùng thuốc hạ đường huyết nhóm Biguanide thế hệ 1.,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
INCREASES_RISK_OF,làm tăng nguy cơ,364,RISK_abe397d596,RiskFactor,Không kiểm soát đường huyết,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Biến chứng của đái tháo đường xảy ra sớm hay muộn phụ thuộc vào type bệnh và quá trình điều trị, kiểm soát bệnh.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
INCREASES_RISK_OF,làm tăng nguy cơ,323,RISK_24c4f209b6,RiskFactor,Tăng huyết áp,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Tình trạng tổn thương càng nặng nếu bệnh nhân có kèm theo tăng huyết áp.,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
INCREASES_RISK_OF,làm tăng nguy cơ,331,RISK_44ed0e9733,RiskFactor,Dùng thuốc Biguanide thế hệ 1,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Nhiễm toan Acid Lactic... thường gặp ở những trường hợp bệnh nhân dùng thuốc hạ đường huyết nhóm Biguanide thế hệ 1.,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
INCREASES_RISK_OF,làm tăng nguy cơ,378,RISK_e2368302fd,RiskFactor,Uống rượu,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Tình trạng này cũng có thể xảy ra khi sử dụng Corticoid liều cao, uống nhiều rượu và có nhiễm trùng kèm theo.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
INCREASES_RISK_OF,làm tăng nguy cơ,335,RISK_4e3c21207a,RiskFactor,Nhiễm trùng,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Tình trạng này cũng có thể xảy ra khi sử dụng Corticoid liều cao, uống nhiều rượu và có nhiễm trùng kèm theo.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
TREATS,điều trị,105,DRUG_aef55d64c8,Drug,Biguanide thế hệ 1,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Nhiễm toan Acid Lactic... thường gặp ở những trường hợp bệnh nhân dùng thuốc hạ đường huyết nhóm Biguanide thế hệ 1.,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
TREATS,điều trị,91,DRUG_6c104027d3,Drug,Corticoid,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Tình trạng này cũng có thể xảy ra khi sử dụng Corticoid liều cao, uống nhiều rượu và có nhiễm trùng kèm theo.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
PART_OF_TREATMENT,là một phần phác đồ,505,INTE_c7cda855e5,Intervention,Điều trị hạ glucose máu,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Nếu Glucose máu <3,1 mmol/l thì được coi là hạ Glucose máu tiềm tàng trên lâm sàng và cần xử trí ngay.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
PART_OF_TREATMENT,là một phần phác đồ,509,INTE_d3459ee2ae,Intervention,Điều trị nhiễm toan ceton,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Nếu không xử trí kịp thời bệnh nhân có thể bị hôn mê do nhiễm toan Ceton và dẫn đến tử vong.,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
PART_OF_TREATMENT,là một phần phác đồ,507,INTE_d0de3f8818,Intervention,Điều trị tăng glucose máu,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Tăng Glucose máu xảy ra khi lượng đường huyết >33,3 mmol/l. Chủ yếu hay gặp ở bệnh nhân đái tháo đường type 2...",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
PART_OF_TREATMENT,là một phần phác đồ,495,INTE_aad38d6d4d,Intervention,Điều trị biến chứng thần kinh,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Bệnh lý thần kinh: Do tổn thương các mạch máu nhỏ nuôi dây thần kinh.,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
PART_OF_TREATMENT,là một phần phác đồ,489,INTE_9fe1db80af,Intervention,Điều trị biến chứng võng mạc,https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,7,E10.6,Disease,"Bệnh đái tháo đường típ 1, kèm biến chứng xác định khác",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Bệnh lý võng mạc: Do tổn thương các mạch máu võng mạc. Biểu hiện: Xuất tiết, xuất huyết võng mạc… có thể gây giảm thị lực và dẫn đến mù.",https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_SYMPTOM,có triệu chứng lâm sàng,8,E10.7,Disease,"Bệnh đái tháo đường típ 1, kèm đa biến chứng",http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,144,SYMP_987f36de73,Symptom,Đường huyết tăng cao,http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,"Khi tiếp nhận, bệnh nhân B. có chỉ số đường huyết cao 14.4 mmol/L, HbA1c 12.1%, thể trạng gầy, thấp bé.",http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html
HAS_SYMPTOM,có triệu chứng lâm sàng,8,E10.7,Disease,"Bệnh đái tháo đường típ 1, kèm đa biến chứng",http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,117,SYMP_1185538ecb,Symptom,Mệt mỏi,http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,kèm theo tình trạng mệt mỏi nên người bệnh đã tới Bệnh viện Nội tiết Trung ương khám.,http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html
HAS_SYMPTOM,có triệu chứng lâm sàng,8,E10.7,Disease,"Bệnh đái tháo đường típ 1, kèm đa biến chứng",http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,171,SYMP_fc3f779f02,Symptom,Hạ đường huyết,http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,Bệnh nhân đái tháo đường type 1 cũng dễ bị hạ đường huyết do sử dụng insulin không phù hợp.,http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html
HAS_SYMPTOM,có triệu chứng lâm sàng,8,E10.7,Disease,"Bệnh đái tháo đường típ 1, kèm đa biến chứng",http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,139,SYMP_700757eb0b,Symptom,Biến chứng mắt,http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,"Sau khi được khám và làm xét nghiệm cho thấy bệnh nhân đã có biến chứng mắt, biến chứng thận và biến chứng thần kinh do đái tháo đường type 1.",http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html
HAS_SYMPTOM,có triệu chứng lâm sàng,8,E10.7,Disease,"Bệnh đái tháo đường típ 1, kèm đa biến chứng",http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,127,SYMP_2e1075cce4,Symptom,Biến chứng thần kinh,http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,"Sau khi được khám và làm xét nghiệm cho thấy bệnh nhân đã có biến chứng mắt, biến chứng thận và biến chứng thần kinh do đái tháo đường type 1.",http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html
DIAGNOSED_BY,được chẩn đoán/xét nghiệm qua,8,E10.7,Disease,"Bệnh đái tháo đường típ 1, kèm đa biến chứng",http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,219,DIAG_a771507614,DiagnosticTest,Xét nghiệm HbA1c,http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,"Khi tiếp nhận, bệnh nhân B. có chỉ số đường huyết cao 14.4 mmol/L, HbA1c 12.1%...",http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html
DIAGNOSED_BY,được chẩn đoán/xét nghiệm qua,8,E10.7,Disease,"Bệnh đái tháo đường típ 1, kèm đa biến chứng",http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,214,DIAG_91ef0cfa69,DiagnosticTest,Xét nghiệm đường huyết lúc này,http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,"Khi tiếp nhận, bệnh nhân B. có chỉ số đường huyết cao 14.4 mmol/L...",http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html
DIAGNOSED_BY,được chẩn đoán/xét nghiệm qua,8,E10.7,Disease,"Bệnh đái tháo đường típ 1, kèm đa biến chứng",http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,221,DIAG_ba006cb08b,DiagnosticTest,Khám lâm sàng,http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html,"Sau khi được khám và làm xét nghiệm cho thấy bệnh nhân đã có biến chứng mắt, biến chứng thận và biến chứng thần kinh do đái tháo đường type 1.",http://soyte.hatinh.gov.vn/tin-tuc-su-kien/thong-tin-y-te/luu-y-khi-dieu-tri-dai-thao-duong-type-1.html
